Player,From,To,PlayerId
Dave Gambee,1969,1969,gambeda01
Luka Garza,2022,2022,garzalu01
Michael Gbinije,2017,2017,gbinimi01
Gus Gerard,1978,1979,gerargu01
Mike Gibson,1986,1986,gibsomi01
Gerald Glass,1993,1993,glassge01
Anthony Goldwire,2005,2005,goldwan01
Ben Gordon,2010,2012,gordobe01
Jerami Grant,2021,2022,grantje01
Litterial Green,1997,1997,greenli01
Rickey Green,1979,1979,greenri01
Sidney Green,1987,1987,greensi02
Dave Greenwood,1990,1990,greenda01
Blake Griffin,2018,2021,griffbl01
Dick Groat,1953,1953,groatdi01
Glenn Hagan,1982,1982,hagangl01
Happy Hairston,1968,1970,hairsha01
Lindsay Hairston,1976,1976,hairsli01
Bruce Hale,1949,1949,halebr01
Donta Hall,2020,2020,halldo01
Darvin Ham,2004,2005,hamda01
Ralph Hamilton,1949,1949,hamilra01
Richard Hamilton,2003,2011,hamilri01
Roy Hamilton,1980,1980,hamilro01
R.J. Hampton,2023,2023,hamptrj01
Alex Hannum,1957,1957,hannual01
Reggie Harding,1964,1967,hardire01
Alan Hardy,1982,1982,hardyal01
John Hargis,1951,1951,hargijo01
Justin Harper,2016,2016,harpeju01
Josh Harrellson,2014,2014,harrejo01
Bob Harris,1950,1951,harribo01
Steve Harris,1989,1989,harrist01
Tobias Harris,2016,2018,harrito02
Scott Hastings,1990,1991,hastisc01
Bubbles Hawkins,1979,1979,hawkiro01
Jarvis Hayes,2008,2008,hayesja01
Killian Hayes,2021,2023,hayeski01
Steve Hayes,1982,1982,hayesst01
Reggie Hearn,2018,2018,hearnre01
Gerald Henderson,1990,1992,hendege01
Bill Henry,1949,1950,henrybi01
John Henson,2020,2020,hensojo01
Steve Henson,1998,1999,hensost01
Walter Herrmann,2008,2009,herrmwa01
Keith Herron,1981,1981,herroke01
Bill Hewitt,1970,1972,hewitbi01
Wayne Hightower,1967,1967,hightwa01
Grant Hill,1995,2000,hillgr01
Darrun Hilliard,2016,2017,hillida01
Bob Hogsett,1967,1967,hogsebo01
Lionel Hollins,1984,1984,hollili01
Essie Hollis,1979,1979,hollies01
Jim Holstein,1956,1956,holstji01
Joe Holup,1958,1959,holupjo01
Johnny Horan,1956,1956,horanjo01
Bob Houbregs,1955,1958,houbrbo01
Allan Houston,1994,1996,houstal01
Otis Howard,1979,1979,howarot01
Bailey Howell,1960,1964,howelba01
Phil Hubbard,1980,1982,hubbaph01
Lindsey Hunter,1994,2008,hunteli01
Mel Hutchins,1954,1957,hutchme01
Ersan İlyasova,2016,2016,ilyaser01
Darrall Imhoff,1963,1964,imhofda01
Allen Iverson,2009,2009,iversal01
Jaden Ivey,2023,2023,iveyja01
Frank Jackson,2021,2022,jacksfr01
Jermaine Jackson,2000,2000,jacksje01
Josh Jackson,2021,2022,jacksjo02
Reggie Jackson,2015,2020,jacksre01
Mike James,2004,2004,jamesmi01
Horace Jenkins,2005,2005,jenkiho01
Brandon Jennings,2014,2016,jennibr01
Jonas Jerebko,2010,2015,jerebjo01
Amir Johnson,2006,2009,johnsam01
Lee Johnson,1981,1981,johnsle01
Ralph Johnson,1950,1953,johnsra01
Ron Johnson,1961,1961,johnsro01
Stanley Johnson,2016,2019,johnsst04
Vinnie Johnson,1982,1991,johnsvi01
Jim Johnstone,1983,1983,johnsji01
Charles Jones,1994,1994,jonesch01
Damon Jones,2002,2002,jonesda01
Edgar Jones,1982,1983,jonesed01
Major Jones,1985,1985,jonesma01
Wali Jones,1976,1976,joneswa02
Willie Jones,1961,1965,joneswi01
Phil Jordon,1958,1959,jordoph01
Cory Joseph,2021,2023,josepco01
Jeff Judkins,1982,1982,judkije01
Greg Kelser,1980,1982,kelsegr01
Ben Kelso,1974,1974,kelsobe01
Luke Kennard,2018,2020,kennalu01
Billy Kenville,1957,1960,kenvibi01
Jack Kerris,1950,1953,kerrija01
Braxton Key,2022,2023,keybr01
Jack Kiley,1952,1953,kileyja01
Stan Kimbrough,1990,1990,kimbrst01
Louis King,2020,2020,kinglo02
Bob Kinney,1949,1949,kinnebo01
Walt Kirk,1949,1949,kirkwa01
Leo Klier,1949,1950,klierle01
Duane Klueh,1950,1951,kluehdu01
Brandon Knight,2012,2020,knighbr03
Negele Knight,1995,1995,knighne01
Kevin Knox,2023,2023,knoxke01
Don Kojis,1965,1966,kojisdo01
Howard Komives,1969,1972,komivho01
Viacheslav Kravtsov,2013,2013,kravtvi01
Christian Laettner,1999,2000,laettch01
Bill Laimbeer,1982,1994,laimbbi01
Bob Lanier,1971,1980,laniebo01
Stu Lantz,1973,1974,lantzst01
Edmund Lawrence,1981,1981,lawreed01
Eric Leckner,1995,1996,leckner01
George Lee,1961,1962,leege01
Ron Lee,1980,1982,leero01
Saben Lee,2021,2022,leesa01
Jon Leuer,2017,2019,leuerjo01
Cliff Levingston,1983,1984,levincl01
Ralph Lewis,1988,1990,lewisra01
Marcus Liberty,1994,1994,liberma01
Bill Ligon,1975,1975,ligonbi01
Isaiah Livers,2022,2023,liveris01
Earl Lloyd,1959,1960,lloydea01
Zach Lofton,2019,2019,loftoza01
Grant Long,1997,1998,longgr01
John Long,1979,1991,longjo01
Paul Long,1968,1970,longpa01
Kevin Loughery,1963,1964,loughke01
Sidney Lowe,1985,1985,lowesi01
Kalin Lucas,2019,2019,lucaska01
John Lucas III,2015,2015,lucasjo02
Trey Lyles,2022,2022,lylestr01
Vernon Macklin,2012,2012,macklve01
Mark Macon,1994,1999,maconma01
Corey Maggette,2013,2013,maggeco01
John Mahnken,1949,1950,mahnkjo01
Rick Mahorn,1986,1998,mahorri01
Thon Maker,2019,2020,makerth01
Steve Malovic,1980,1980,malovst01
Danny Manning,2003,2003,mannida01
Pace Mannion,1989,1989,mannipa01
Boban Marjanović,2017,2018,marjabo01
Harvey Marlatt,1971,1973,marlaha01
Tom Marshall,1958,1958,marshto01
Cartier Martin,2015,2015,martica01
Jason Maxiell,2006,2013,maxieja01
Scott May,1983,1983,maysc01
Bob McAdoo,1980,1981,mcadobo01
Bob McCann,1992,1992,mccanbo01
Antonio McDyess,2005,2009,mcdyean01
Jim McElroy,1980,1980,mcelrji01
Tracy McGrady,2011,2011,mcgratr01
Rodney McGruder,2021,2023,mcgruro01
Dick McGuire,1958,1960,mcguidi01
Aaron McKie,1997,1998,mckieaa01
McCoy McLemore,1969,1970,mclemmc01
Shellie McMillon,1959,1962,mcmilsh01
Larry McNeill,1979,1979,mcneila01
Cozell McQueen,1987,1987,mcqueco01
Jordan McRae,2020,2020,mcraejo01
Jodie Meeks,2015,2016,meeksjo01
Dick Mehen,1951,1951,mehendi01
Monk Meineke,1953,1955,meinemo01
John Mengelt,1973,1976,mengejo01
Khris Middleton,2013,2013,middlkh01
Eddie Miles,1964,1970,milesed01
Darko Miličić,2004,2006,milicda01
Oliver Miller,1995,1995,milleol01
Quincy Miller,2015,2015,millequ01
Terry Mills,1993,2000,millste01
Tony Mitchell,2014,2014,mitchto02
Steve Mix,1970,1972,mixst01
Leo Mogus,1949,1949,mogusle01
Nazr Mohammed,2007,2008,mohamna01
Paul Mokeski,1981,1982,mokespa01
Jack Molinas,1954,1954,molinja01
Eric Money,1975,1980,moneyer01
Greg Monroe,2011,2015,monrogr01
Luis Montero,2018,2018,montelu01
Eric Montross,1998,2001,montrer01
Mikki Moore,1999,2002,mooremi01
Otto Moore,1969,1975,mooreot01
Ron Moore,1988,1988,moorero01
Tracy Moore,1994,1994,mooretr01
Eric Moreland,2018,2018,moreler01
Jackie Moreland,1961,1965,morelja01
Isaiah Morris,1993,1993,morriis01
Marcus Morris,2016,2017,morrima03
Markieff Morris,2020,2020,morrima02
Erwin Mueller,1970,1973,mueller01
Tod Murphy,1994,1994,murphto01
Ken Murray,1951,1954,murrake01
Ronald Murray,2007,2008,murraro01
Dorie Murrey,1967,1967,murredo01
Svi Mykhailiuk,2019,2021,mykhasv01
Jerry Nagel,1950,1950,nagelje01
Bob Nash,1973,1974,nashbo01
Jameer Nelson,2018,2018,nelsoja01
Chuck Nevitt,1986,1988,nevitch01
Melvin Newbern,1993,1993,newbeme01
Ivano Newbill,1995,1995,newbiiv01
Rich Niemann,1969,1969,niemari01
Richie Niemiera,1949,1950,niemiri01
Kurt Nimphius,1987,1987,nimphku01
Chuck Noble,1956,1962,noblech01
Nerlens Noel,2023,2023,noelne01
Willie Norwood,1972,1978,norwowi01
Charles O'Bannon,1998,1999,obannch01
Ralph O'Brien,1953,1953,obriera01
Dan O'Sullivan,1994,1994,osullda01
Don Ohl,1961,1964,ohldo01
Jahlil Okafor,2021,2021,okafoja01
Mehmet Okur,2003,2004,okurme01
John Oldham,1950,1951,oldhajo01
Bud Olsen,1969,1969,olsenbu01
Kelly Olynyk,2022,2022,olynyke01
Eugene Omoruyi,2023,2023,omorueu01
Don Otten,1951,1952,ottendo01
Billy Owens,2001,2001,owensbi01
Tom Owens,1983,1983,owensto01
Zaza Pachulia,2019,2019,pachuza01
Jaysean Paige,2022,2022,paigeja01
Trayvon Palmer,2022,2022,palmetr01
Smush Parker,2005,2005,parkesm01
George Patterson,1968,1968,pattege01
Jake Pelkington,1949,1949,pelkija01
Mike Peplowski,1995,1995,peplomi01
Andy Phillip,1953,1956,phillan01
Jamorko Pickett,2022,2022,pickeja01
Ricky Pierce,1983,1983,piercri01
Mason Plumlee,2021,2021,plumlma01
Scot Pollard,1998,1998,pollasc01
Olden Polynice,1993,1994,polynol01
Ben Poquette,1978,1979,poquebe01
Howard Porter,1975,1978,porteho01
Kevin Porter,1976,1979,porteke01
Micah Potter,2022,2022,pottemi01
Jim Price,1978,1978,priceji01
Tayshaun Prince,2003,2015,princta01
Roy Pugh,1949,1949,pughro01
Bob Quick,1970,1972,quickbo01
Mark Randall,1993,1993,randama01
Theo Ratliff,1996,2008,ratlith01
Željko Rebrača,2002,2004,rebraze01
Hub Reed,1965,1965,reedhu01
Ron Reed,1966,1967,reedro01
Willie Reed,2018,2018,reedwi02
Khalid Reeves,1999,1999,reevekh01
Don Reid,1996,2003,reiddo01
George Reynolds,1970,1970,reynoge01
Jared Rhoden,2023,2023,rhodeja01
Jim Riffey,1951,1951,riffeji01
Alvin Robertson,1993,1993,roberal01
Clifford Robinson,2002,2003,robincl02
Glenn Robinson III,2019,2019,robingl02
Jackie Robinson,1980,1980,robinja01
Justin Robinson,2022,2022,robinju01
Wayne Robinson,1981,1981,robinwa01
Red Rocha,1957,1957,rochare01
Dennis Rodman,1987,1993,rodmade01
Lou Roe,1996,1996,roelo01
Al Roges,1955,1955,rogesal01
Tree Rollins,1991,1991,rollitr01
Lorenzo Romar,1985,1985,romarlo01
Derrick Rose,2020,2021,rosede01
Dick Rosenthal,1955,1957,rosendi01
Dan Roundfield,1985,1985,roundda01
Curtis Rowe,1972,1976,rowecu01
Jim Rowinski,1989,1989,rowinji01
Jeff Ruland,1993,1993,rulanje01
Walker Russell,1983,1988,russewa01
Walker Russell,2012,2012,russewa02
John Salley,1987,1992,sallejo01
Cheikh Samb,2008,2008,sambch01
Pepe Sánchez,2003,2003,sanchpe01
Fred Schaus,1950,1954,schaufr01
Howie Schultz,1950,1950,schulho01
John Schweitz,1987,1987,schwejo01
Fred Scolari,1953,1954,scolafr01
Ray Scott,1962,1967,scottra01
Malik Sealy,1998,1998,sealyma01
Brad Sellers,1992,1992,sellebr01
Phil Sellers,1977,1977,selleph01
Chuck Share,1952,1954,sharech01
Walter Sharpe,2009,2009,sharpwa01
Steve Sheppard,1979,1979,sheppst01
Gene Shue,1957,1962,shuege01
John Shumate,1978,1980,shumajo01
Ralph Simpson,1977,1978,simpsra01
Kyle Singler,2013,2015,singlky01
Zeke Sinicola,1952,1954,sinicze01
Deividas Sirvydis,2021,2022,sirvyde01
Peyton Siva,2014,2014,sivape01
Al Skinner,1978,1978,skinnal01
Jack Smiley,1949,1949,smileja01
Dennis Smith Jr.,2021,2021,smithde03
Ish Smith,2017,2019,smithis01
Jim Smith,1983,1983,smithji01
Joe Smith,2001,2001,smithjo02
Josh Smith,2014,2015,smithjo03
Kenny Smith,1997,1997,smithke01
Tony Snell,2020,2020,snellto01
Odie Spears,1956,1957,spearod01
Jerry Stackhouse,1998,2002,stackje01
Cassius Stanley,2022,2022,stanlca01
Larry Staverman,1964,1964,stavela01
Brook Steppe,1985,1985,steppbr01
Isaiah Stewart,2021,2023,stewais01
Joe Strawder,1966,1968,strawjo01
Rodney Stuckey,2008,2014,stuckro01
DaJuan Summers,2010,2011,summeda01
Bob Sura,2004,2004,surabo01
Earl Tatum,1979,1979,tatumea01
Jeff Taylor,1987,1987,tayloje01
Terry Teagle,1985,1985,teaglte01
Bill Thieben,1957,1958,thiebbi01
Justus Thigpen,1973,1973,thigpju01
David Thirdkill,1984,1985,thirdda01
Charles Thomas,1992,1992,thomach01
Isiah Thomas,1982,1994,thomais01
Khyri Thomas,2019,2020,thomakh01
Terry Thomas,1976,1976,thomate01
Rod Thorn,1965,1966,thornro01
Otis Thorpe,1996,1997,thorpot01
Ray Tolbert,1983,1984,tolbera01
Anthony Tolliver,2015,2018,tollian01
Bob Tough,1949,1949,toughbo01
Blackie Towery,1949,1949,towerbl01
George Trapp,1974,1977,trappge01
John Tresvant,1966,1968,tresvjo01
Dick Triptow,1949,1949,triptdi01
Kelly Tripucka,1982,1986,tripuke01
Terry Tyler,1979,1985,tylerte01
Beno Udrih,2017,2017,udrihbe01
Stanley Umude,2023,2023,umudest01
Tom Van Arsdale,1966,1968,vanarto01
Ratko Varda,2002,2002,vardara01
Chico Vaughn,1966,1967,vaughch01
Loy Vaught,1999,2000,vaughlo01
Charlie Villanueva,2010,2014,villach01
Clint Wager,1950,1950,wagercl01
Andre Wakefield,1979,1979,wakefan01
Darrell Walker,1992,1993,walkeda01
Jimmy Walker,1968,1972,walkeji01
Ben Wallace,2001,2012,wallabe01
John Wallace,2001,2001,wallajo01
Rasheed Wallace,2004,2009,wallara01
Paul Walther,1955,1955,walthpa01
Derrick Walton,2020,2022,waltode01
Bob Warlick,1966,1966,warlibo01
Chris Webber,2007,2007,webbech01
Mark West,1995,1996,westma01
Rodney White,2002,2002,whitero02
Chris Wilcox,2010,2011,wilcoch01
James Wilkes,1983,1983,wilkeja02
Damien Wilkins,2012,2012,wilkida02
Dale Wilkinson,1985,1985,wilkida01
Cliff Williams,1969,1969,willicl01
Earl Williams,1976,1976,williea01
Jerome Williams,1997,2001,willije01
Micheal Williams,1989,1989,willimi02
Shawne Williams,2015,2015,willish03
Ward Williams,1949,1949,williwa01
Corliss Williamson,2001,2004,willico02
Isaiah Wilson,1972,1972,wilsois01
Tony Windis,1960,1960,windito01
James Wiseman,2023,2023,wisemja01
Christian Wood,2020,2020,woodch01
David Wood,1994,1994,woodda01
Orlando Woolridge,1992,1993,woolror01
Tom Workman,1970,1970,workmto01
Delon Wright,2021,2021,wrighde01
Larry Wright,1981,1982,wrighla01
George Yardley,1954,1959,yardlge01
Danny Young,1993,1993,youngda01
Korleone Young,1999,1999,youngko01
Max Zaslofsky,1954,1956,zasloma01
Jim Zoet,1983,1983,zoetji01
