Player,From,To,PlayerId
Drew Gooden,2010,2010,goodedr01
Eric Gordon,2009,2023,gordoer01
Lancaster Gordon,1985,1988,gordola01
Marcin Gortat,2019,2019,gortama01
Danny Granger,2014,2014,grangda01
Gary Grant,1989,1995,grantga01
JaMychal Green,2019,2020,greenja01
Jeff Green,2016,2016,greenje02
Willie Green,2013,2014,greenwi01
Claude Gregory,1988,1988,gregocl01
Blake Griffin,2011,2018,griffbl01
Bob Gross,1983,1983,grossbo01
Matt Guokas,1974,1974,guokama02
Jordan Hamilton,2015,2015,hamiljo02
Zendon Hamilton,2001,2001,hamilze01
Maurice Harkless,2020,2020,harklma01
Ron Harper,1990,1994,harpero01
Montrezl Harrell,2018,2020,harremo01
Bernie Harris,1975,1975,harribe01
Steve Harris,1990,1990,harrist01
Tobias Harris,2018,2019,harrito02
Jason Hart,2007,2009,hartja01
Isaiah Hartenstein,2022,2022,harteis01
Antonio Harvey,1996,1996,harvean01
Spencer Hawes,2015,2015,hawessp01
Walt Hazzard,1972,1973,abdulma01
Gar Heard,1974,1981,heardga01
Bill Hewitt,1973,1973,hewitbi01
Armond Hill,1982,1982,hillar01
Grant Hill,2013,2013,hillgr01
Fred Hilton,1972,1973,hiltofr01
Craig Hodges,1983,1984,hodgecr01
Lionel Hollins,1983,1983,hollili01
Ryan Hollins,2013,2014,holliry01
Rodney Hood,2022,2022,hoodro01
Bill Hosket,1971,1972,hoskebi01
Eddie House,2004,2004,houseed01
Lester Hudson,2015,2015,hudsole01
Troy Hudson,1999,2000,hudsotr01
John Hummer,1971,1973,hummejo01
Geoff Huston,1987,1987,hustoge01
Bones Hyland,2023,2023,hylanbo01
Serge Ibaka,2021,2022,ibakase01
Jaren Jackson,1993,1993,jacksja01
Luke Jackson,2007,2007,jackslu02
Mark Jackson,1993,1994,jacksma01
Reggie Jackson,2020,2023,jacksre01
Stephen Jackson,2014,2014,jacksst02
Henry James,1994,1994,jameshe01
Antawn Jamison,2014,2014,jamisan01
Harold Jamison,2002,2002,jamisha01
Marko Jarić,2003,2005,jaricma01
Brice Johnson,2017,2018,johnsbr02
George Johnson,1977,1977,johnsge02
Keon Johnson,2022,2022,johnske07
Larry Johnson,1978,1978,johnsla01
Marques Johnson,1985,1987,johnsma01
Steffond Johnson,1987,1987,johnsst02
Wesley Johnson,2016,2018,johnswe01
Charles Jones,2000,2000,jonesch03
Dahntay Jones,2015,2015,jonesda02
Fred Jones,2009,2009,jonesfr01
Hutch Jones,1983,1984,joneshu01
Ozell Jones,1986,1986,jonesoz01
Solomon Jones,2012,2012,jonesso01
Wil Jones,1978,1978,joneswi02
DeAndre Jordan,2009,2018,jordade01
Mfiondu Kabengele,2020,2021,kabenmf01
Chris Kaman,2004,2011,kamanch01
Bob Kauffman,1971,1974,kauffbo01
Greg Kelser,1984,1984,kelsegr01
Tim Kempton,1987,1987,kemptti01
Luke Kennard,2021,2023,kennalu01
Sean Kilpatrick,2018,2018,kilpase01
Bo Kimble,1991,1992,kimblbo01
Greg Kite,1988,1989,kitegr01
Kerry Kittles,2005,2005,kittlke01
Billy Knight,1978,1978,knighbi01
Brevin Knight,2008,2008,knighbr01
Howard Komives,1973,1973,komivho01
Yaroslav Korolev,2006,2007,korolya01
Steve Kuberski,1976,1976,kuberst01
Kevin Kunnert,1974,1979,kunneke01
Rock Lee,1982,1982,leero02
Kawhi Leonard,2020,2023,leonaka01
Jim Les,1990,1990,lesji01
Travis Leslie,2012,2012,leslitr01
Randy Livingston,2004,2004,livinra01
Shaun Livingston,2005,2007,livinsh01
Scott Lloyd,1978,1979,lloydsc01
Rob Lock,1989,1989,lockro01
Kevin Loder,1984,1984,loderke01
Paul Long,1971,1971,longpa01
Mike Lynn,1971,1971,lynnmi01
Mike Macaluso,1974,1974,macalmi01
Corey Maggette,2001,2008,maggeco01
Moses Malone,1977,1977,malonmo01
Steve Malovic,1980,1980,malovst01
Terance Mann,2020,2023,mannte01
Danny Manning,1989,1994,mannida01
Rich Manning,1997,1997,manniri01
Jack Marin,1974,1976,marinja01
Boban Marjanović,2018,2019,marjabo01
Bob Martin,1994,1995,martibo01
Darrick Martin,1997,2005,martida01
Jeff Martin,1990,1991,martije01
Kenyon Martin,2012,2012,martike01
Tony Massenburg,1995,1995,masseto01
Cedric Maxwell,1986,1987,maxwece01
Don May,1971,1971,maydo01
Clyde Mayes,1977,1977,mayescl01
Tharon Mayes,1992,1992,mayesth01
Luc Mbah a Moute,2016,2019,mbahalu01
Bob McAdoo,1973,1977,mcadobo01
Walter McCarty,2006,2006,mccarwa01
Ted McClain,1978,1978,mcclate01
Jim McDaniels,1978,1978,mcdanji01
Hank McDowell,1984,1984,mcdowha01
Rodney McGruder,2020,2020,mcgruro01
Jeff McInnis,2000,2002,mcinnje01
Billy McKinney,1984,1984,mckinbi01
Carlton McKinney,1990,1990,mckinca01
Tom McMillen,1976,1977,mcmilto01
Jim McMillian,1974,1976,mcmilji01
Larry McNeill,1978,1978,mcneila01
Darius Miles,2001,2002,milesda01
Andre Miller,2003,2003,millean02
Cuttino Mobley,2006,2009,moblecu01
Jamario Moon,2011,2011,moonja01
Xavier Moon,2022,2023,moonxa01
Lowes Moore,1983,1983,moorelo01
Mikki Moore,2005,2005,mooremi01
Darius Morris,2014,2014,morrida01
Marcus Morris,2020,2023,morrima03
Johnathan Motley,2019,2020,motlejo01
Byron Mullens,2014,2014,mulleby01
Eric Murdock,2000,2000,murdoer01
Jay Murphy,1985,1986,murphja01
Tod Murphy,1988,1988,murphto01
Lamond Murray,1995,1999,murrala01
Mamadou N'Diaye,2005,2005,ndiayma02
Boniface N'Dong,2006,2006,ndongbo01
Swen Nater,1978,1983,natersw01
Tyrone Nesby,1999,2001,nesbyty01
Martin Nessley,1988,1988,nesslma01
Johnny Neumann,1977,1977,neumajo01
Kurt Nimphius,1986,1987,nimphku01
Norm Nixon,1984,1989,nixonno01
Joakim Noah,2020,2020,noahjo01
Connie Norman,1979,1979,normaco01
Ken Norman,1988,1993,normake01
Steve Novak,2009,2010,novakst01
Lamar Odom,2000,2013,odomla01
Semi Ojeleye,2022,2022,ojelese01
John Olive,1979,1980,olivejo01
Michael Olowokandi,1999,2003,olowomi01
Daniel Oturu,2021,2021,oturuda01
Bo Outlaw,1994,1997,outlabo01
Travis Outlaw,2010,2010,outlatr01
Doug Overton,2002,2004,overtdo01
Eddie Owens,1978,1978,owensed01
Smush Parker,2008,2008,parkesm01
Cherokee Parks,2001,2003,parksch02
Patrick Patterson,2020,2021,pattepa01
Ruben Patterson,2008,2008,patteru01
Chris Paul,2012,2017,paulch01
Kirk Penney,2005,2005,penneki01
Elliot Perry,1992,1992,perryel01
Michael Phelps,1988,1988,phelpmi01
Eric Piatkowski,1995,2003,piatker01
Paul Pierce,2016,2017,piercpa01
Ricky Pierce,1984,1984,piercri01
Stan Pietkiewicz,1979,1981,pietkst01
Mason Plumlee,2023,2023,plumlma01
Dwayne Polee,1987,1987,poleedw01
Olden Polynice,1991,2004,polynol01
Dave Popson,1989,1989,popsoda01
Josh Powell,2008,2008,poweljo01
Norman Powell,2022,2023,powelno01
Jason Preston,2023,2023,prestja01
Jim Price,1977,1977,priceji01
Tony Price,1981,1981,priceto01
Pablo Prigioni,2016,2016,prigipa01
Vladimir Radmanović,2006,2006,radmavl01
Zach Randolph,2009,2009,randoza01
Wally Rank,1981,1981,rankwa01
Željko Rebrača,2005,2006,rebraze01
Eldridge Recasner,2002,2002,recasel01
J.J. Redick,2014,2017,redicjj01
Willie Reed,2018,2018,reedwi02
Glen Rice,2004,2004,ricegl01
Pooh Richardson,1995,1999,richapo01
Quentin Richardson,2001,2004,richaqu01
Eric Riley,1995,1995,rileyer01
Austin Rivers,2015,2018,riverau01
David Rivers,1990,1992,riverda01
Doc Rivers,1992,1992,riverdo01
Stanley Roberts,1993,1997,roberst01
James Robinson,1998,1999,robinja02
Jerome Robinson,2019,2020,robinje01
Nate Robinson,2015,2015,robinna01
Rodney Rogers,1996,1999,rogerro01
Rajon Rondo,2021,2021,rondora01
Sean Rooks,2001,2003,rooksse01
Rob Rose,1989,1989,rosero01
Quinton Ross,2005,2008,rossqu01
Paul Ruffner,1974,1975,ruffnpa01
Kareem Rush,2010,2010,rushka01
Cheikh Samb,2009,2009,sambch01
Dwayne Schintzius,1997,1997,schindw01
Dale Schlueter,1975,1976,schluda01
Mike Scott,2019,2019,scottmi01
Jay Scrubb,2021,2022,scrubja01
Malik Sealy,1995,1997,sealyma01
Landry Shamet,2019,2020,shamela01
John Shumate,1976,1978,shumajo01
Mike Silliman,1971,1971,sillimi01
Bobby Simmons,2004,2012,simmobo01
James Singleton,2006,2007,singlja01
Brian Skinner,1999,2010,skinnbr01
Bingo Smith,1980,1980,smithbi02
Charles Smith,1989,1992,smithch01
Charles Smith,1998,1999,smithch04
Craig Smith,2010,2011,smithcr01
Derek Smith,1984,1986,smithde02
Elmore Smith,1972,1973,smithel01
Jim Smith,1982,1982,smithji01
Josh Smith,2016,2016,smithjo03
Michael Smith,1995,1995,smithmi01
Phil Smith,1981,1982,smithph01
Randy Smith,1972,1983,smithra01
Robert Smith,1983,1983,smithro01
Mike Smrek,1991,1991,smrekmi01
Marreese Speights,2017,2017,speigma01
Elmore Spencer,1993,1995,spencel01
Lance Stephenson,2016,2016,stephla01
Alex Stepheson,2016,2016,stephal01
Alex Stivrins,1993,1993,stivral01
Diamond Stone,2017,2017,stonedi01
Derek Strong,2001,2001,stronde01
DaJuan Summers,2013,2013,summeda01
Barry Sumpter,1989,1989,sumptba01
Brian Taylor,1979,1982,taylobr01
Maurice Taylor,1998,2000,tayloma01
Mike Taylor,2009,2009,taylomi01
Sebastian Telfair,2010,2010,telfase01
Garrett Temple,2019,2019,templga01
Miloš Teodosić,2018,2019,teodomi01
Claude Terry,1977,1977,terrycl01
Jim Thomas,1986,1986,thomaji01
Tim Thomas,2007,2009,thomati01
Trey Thompkins,2012,2012,thomptr02
Al Thornton,2008,2010,thornal01
Sindarius Thornwell,2018,2019,thornsi01
Tom Tolbert,1994,1994,tolbeto01
Keith Tower,1996,1996,towerke01
Linton Townes,1984,1984,towneli01
Ronny Turiaf,2013,2013,turiaro01
Hedo Türkoğlu,2014,2015,turkohe01
Andre Turner,1990,1990,turnean01
Ekpe Udoh,2015,2015,udohek01
Darnell Valentine,1986,1988,valenda01
Logan Vander Velden,1996,1996,vandelo01
Kiki Vandeweghe,1993,1993,vandeki01
Loy Vaught,1991,1998,vaughlo01
Stojko Vranković,1998,1999,vrankst01
Sasha Vujačić,2014,2014,vujacsa01
Von Wafer,2007,2007,wafervo01
John Wall,2023,2023,walljo01
Tyrone Wallace,2018,2019,wallaty01
Bill Walton,1980,1985,waltobi01
Derrick Walton,2020,2020,waltode01
Cornell Warner,1971,1973,warneco01
Willie Warren,2011,2011,warrewi01
Bryan Warrick,1985,1985,warribr01
Duane Washington,1993,1993,washidu01
Jim Washington,1975,1976,washiji01
Kermit Washington,1979,1979,washike01
Maalik Wayns,2013,2014,waynsma01
Nick Weatherspoon,1979,1980,weathni01
Bob Weiss,1975,1976,weissbo01
Russell Westbrook,2023,2023,westbru01
Ennis Whatley,1989,1989,whatlen01
Eric White,1988,1989,whiteer01
Rory White,1984,1987,whitero01
Jerome Whitehead,1979,1984,whiteje01
Sidney Wicks,1979,1981,wickssi01
C.J. Wilcox,2015,2016,wilcocj01
Chris Wilcox,2003,2006,wilcoch01
Michael Wiley,1982,1982,wileymi01
Jamaal Wilkes,1986,1986,wilkeja01
Dominique Wilkins,1994,1994,wilkido01
Dale Wilkinson,1985,1985,wilkida01
Aaron Williams,2007,2008,williaa01
Alvin Williams,2007,2007,willial02
C.J. Williams,2018,2018,willicj01
Chuck Williams,1977,1978,willich02
Freeman Williams,1979,1982,willifr01
John Williams,1993,1994,willijo02
Kevin Williams,1989,1989,willike01
Lou Williams,2018,2021,willilo02
Marcus Williams,2008,2008,willima04
Mo Williams,2011,2012,willima01
Reggie Williams,1988,1990,willire01
Bill Willoughby,1978,1978,willobi01
George Wilson,1971,1971,wilsoge01
Jamil Wilson,2018,2018,wilsoja02
Lee Winfield,1974,1975,winfile01
Justise Winslow,2022,2022,winslju01
Dave Wohl,1973,1974,wohlda01
Joe Wolf,1988,1990,wolfjo01
Al Wood,1982,1983,woodal01
Randy Woods,1993,1995,woodsra01
Mike Woodson,1987,1988,woodsmi01
Lorenzen Wright,1997,1999,wrighlo02
Moses Wright,2022,2022,wrighmo01
Danny Young,1992,1992,youngda01
Michael Young,1990,1990,youngmi01
Nick Young,2012,2012,youngni01
Wang Zhizhi,2003,2004,zhizhwa01
Ivica Zubac,2019,2023,zubaciv01
